Meta,-3,-2,-1,0,1,2,3
-3,6,5,2,2,0,0,0
-2,8,137,63,19,0,0,0
-1,0,78,753,178,1,0,0
0,1,7,191,1840,185,6,0
1,0,0,1,173,798,93,1
2,0,0,0,18,80,157,4
3,0,0,0,0,2,3,5
