Meta,-3,-2,-1,0,1,2,3
-3,0,1,2,9,1,2,0
-2,6,36,74,65,2,0,0
-1,9,107,478,381,25,1,0
0,0,35,420,1317,397,38,4
1,0,3,25,331,525,182,9
2,0,1,2,99,118,87,4
3,0,0,0,10,6,1,1
