Meta,-3,-2,-1,0,1,2,3
-3,0,0,3,1,2,0,0
-2,2,46,73,61,4,0,0
-1,2,111,391,223,13,0,1
0,1,24,257,1130,318,30,0
1,1,5,12,280,497,119,4
2,0,0,2,64,82,78,4
3,0,0,0,4,2,3,1
