Meta,-3,-2,-1,0,1,2,3
-3,0,0,1,2,0,0,0
-2,1,38,71,64,0,0,0
-1,1,92,316,240,16,0,0
0,1,42,263,1094,360,43,0
1,0,2,12,326,442,149,8
2,0,0,1,73,116,64,2
3,0,0,1,4,5,0,0
