Meta,-3,-2,-1,0,1,2,3
-3,2,3,1,3,0,0,0
-2,3,73,69,24,2,0,0
-1,3,76,541,214,3,1,0
0,1,19,222,1259,219,14,0
1,0,0,5,198,584,96,0
2,0,0,0,35,73,97,5
3,0,0,0,0,3,2,2
