Meta,-3,-2,-1,0,1,2,3
-3,0,1,4,4,0,0,0
-2,2,31,74,61,3,0,0
-1,7,104,431,283,13,0,0
0,0,34,312,1030,318,37,1
1,0,1,13,282,467,118,2
2,0,0,4,69,78,55,4
3,0,0,0,2,5,0,0
