Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,diff_close_mean_z_score_7_diff,meta_7,meta_7_diff,Close_diff,diff_close_mean_14,diff_close_mean_z_score_14,diff_close_mean_z_score_14_diff,meta_14,meta_14_diff,diff_close_mean_21,diff_close_mean_z_score_21,diff_close_mean_z_score_21_diff,meta_21,meta_21_diff
2010-12-22,10.32380962371826,251523.0,10.681003298078265,0.1836564580979812,10.642622947692873,0.3918307580521067,10.921861603146509,0.5400583089264133,2,0,0,-0.3571936743600048,-1.9449012469217988,0.0,-1,-1.9449012469217988,0.0,-0.3188133239746111,-0.81365058108127,0.0,0,-0.81365058108127,-0.5980519794282468,-1.1073840908347836,0.0,-1,-1.1073840908347836
2010-12-23,10.38828945159912,77048.0,10.644158227103096,0.2149983424751858,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,3,0,0,-0.255868775503977,-1.1900965028765664,0.7548047440452323,-1,-1.1900965028765664,0.0644798278808593,-0.1775727272033709,-0.5604185196339218,0.2532320614473482,0,-0.5604185196339218,-0.4800102143060609,-0.8984985196330334,0.2088855712017502,0,-0.8984985196330334
2010-12-24,10.38828945159912,77048.0,10.644158227103096,0.2149983424751858,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,4,0,1,-0.255868775503977,-1.1900965028765664,0.0,-1,-1.1900965028765664,0.0,-0.1775727272033709,-0.5604185196339218,0.0,0,-0.5604185196339218,-0.4800102143060609,-0.8984985196330334,0.0,0,-0.8984985196330334
2010-12-25,10.38828945159912,77048.0,10.644158227103096,0.2149983424751858,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,5,1,1,-0.255868775503977,-1.1900965028765664,0.0,-1,-1.1900965028765664,0.0,-0.1775727272033709,-0.5604185196339218,0.0,0,-0.5604185196339218,-0.4800102143060609,-0.8984985196330334,0.0,0,-0.8984985196330334
2010-12-26,10.38828945159912,77048.0,10.644158227103096,0.2149983424751858,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,6,1,1,-0.255868775503977,-1.1900965028765664,0.0,-1,-1.1900965028765664,0.0,-0.1775727272033709,-0.5604185196339218,0.0,0,-0.5604185196339218,-0.4800102143060609,-0.8984985196330334,0.0,0,-0.8984985196330334
2010-12-27,10.42411136627197,328432.0,10.59912531716483,0.224540532119149,10.52389962332589,0.2911452334152748,10.820537430899485,0.5265586495391243,0,0,0,-0.1750139508928594,-0.7794314426937891,0.4106650601827774,0,-0.7794314426937891,0.0358219146728515,-0.0997882570539197,-0.342743914723779,0.2176746049101427,0,-0.342743914723779,-0.3964260646275122,-0.7528621265161782,0.1456363931168551,0,-0.7528621265161782
2010-12-28,10.38828945159912,69929.0,10.563303674970356,0.2367793902019356,10.493707111903598,0.2808177906396091,10.79324472518194,0.5336957622501671,1,0,0,-0.1750142233712353,-0.7391446663578939,0.0402867763358951,0,-0.7391446663578939,-0.0358219146728515,-0.1054176603044787,-0.3753952342704945,-0.0326513195467154,0,-0.3753952342704945,-0.4049552735828214,-0.758775508869416,-0.0059133823532377,0,-0.758775508869416
2010-12-29,10.45993328094482,63090.0,10.49677780696324,0.1755104213429132,10.48398412976946,0.2793542382854632,10.755717277526854,0.5277941923789602,2,0,0,-0.0368445260184184,-0.2099278534944169,0.5292168128634769,0,-0.2099278534944169,0.0716438293457013,-0.024050848824638,-0.0860944475811433,0.2893007866893511,0,-0.0860944475811433,-0.295783996582033,-0.5604154059536485,0.1983601029157675,0,-0.5604154059536485
2010-12-30,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.2587028616538893,10.698402586437403,0.4863744415426633,3,0,0,0.0163755416870117,0.1196548097491009,0.3295826632435179,0,0.1196548097491009,0.0143280029296892,-0.0353097915649414,-0.1364878275377614,-0.0503933799566181,0,-0.1364878275377614,-0.2241413025628951,-0.460841038135089,0.0995743678185595,0,-0.460841038135089
2010-12-31,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.2587028616538893,10.698402586437403,0.4863744415426633,4,0,1,0.0163755416870117,0.1196548097491009,0.0,0,0.1196548097491009,0.0,-0.0353097915649414,-0.1364878275377614,0.0,0,-0.1364878275377614,-0.2241413025628951,-0.460841038135089,0.0,0,-0.460841038135089
