Meta,-3,-2,-1,0,1,2,3
-3,0,2,4,1,1,0,0
-2,5,34,55,63,2,1,0
-1,3,88,368,298,19,5,0
0,0,30,326,1196,293,39,0
1,0,3,20,245,393,127,3
2,0,0,6,74,85,40,9
3,0,0,1,7,2,2,0
