Meta,-3,-2,-1,0,1,2,3
-3,0,0,2,1,0,0,0
-2,2,121,64,35,0,0,0
-1,1,82,521,231,3,0,0
0,0,19,242,1651,323,23,0
1,0,0,6,291,769,130,3
2,0,0,2,49,97,129,7
3,0,0,1,2,5,2,2
