Meta,-3,-2,-1,0,1,2,3
-3,10,3,3,1,1,0,0
-2,8,133,67,16,0,0,0
-1,0,79,769,173,0,0,0
0,0,9,180,1926,173,8,0
1,0,0,2,163,726,86,1
2,0,0,0,17,74,158,10
3,0,0,0,0,4,7,10
