Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,diff_close_mean_z_score_7_diff,meta_7,meta_7_diff,Close_diff,diff_close_mean_14,diff_close_mean_z_score_14,diff_close_mean_z_score_14_diff,meta_14,meta_14_diff,diff_close_mean_21,diff_close_mean_z_score_21,diff_close_mean_z_score_21_diff,meta_21,meta_21_diff
2010-12-22,2.778846025466919,3283280.0,2.829028981072562,0.05907821665598482,2.8077376910618375,0.047869241413064506,2.7829665570032027,0.05433826250710605,2,0,0,-0.05018295560564301,-0.8494324718340887,0.0,0,-0.8494324718340887,0.0,-0.028891665594918514,-0.6035538634425358,0.0,0,-0.6035538634425358,-0.004120531536283778,-0.07583112426064265,0.0,0,-0.07583112426064265
2010-12-23,2.769229888916016,2195440.0,2.8125454017094205,0.05704616182885097,2.8041204724993025,0.048786418866925425,2.7851033097221736,0.05277821433913809,3,0,0,-0.0433155127934044,-0.7593063477847807,0.09012612404930798,0,-0.7593063477847807,-0.009616136550902876,-0.03489058358328645,-0.7151700082446591,-0.11161614480212334,0,-0.7151700082446591,-0.0158734208061575,-0.300757064347788,-0.22492594008714534,0,-0.300757064347788
2010-12-24,2.769229888916016,2195440.0,2.8125454017094205,0.05704616182885097,2.8041204724993025,0.048786418866925425,2.7851033097221736,0.05277821433913809,4,0,1,-0.0433155127934044,-0.7593063477847807,0.0,0,-0.7593063477847807,0.0,-0.03489058358328645,-0.7151700082446591,0.0,0,-0.7151700082446591,-0.0158734208061575,-0.300757064347788,0.0,0,-0.300757064347788
2010-12-25,2.769229888916016,2195440.0,2.8125454017094205,0.05704616182885097,2.8041204724993025,0.048786418866925425,2.7851033097221736,0.05277821433913809,5,1,1,-0.0433155127934044,-0.7593063477847807,0.0,0,-0.7593063477847807,0.0,-0.03489058358328645,-0.7151700082446591,0.0,0,-0.7151700082446591,-0.0158734208061575,-0.300757064347788,0.0,0,-0.300757064347788
2010-12-26,2.769229888916016,2195440.0,2.8125454017094205,0.05704616182885097,2.8041204724993025,0.048786418866925425,2.7851033097221736,0.05277821433913809,6,1,1,-0.0433155127934044,-0.7593063477847807,0.0,0,-0.7593063477847807,0.0,-0.03489058358328645,-0.7151700082446591,0.0,0,-0.7151700082446591,-0.0158734208061575,-0.300757064347788,0.0,0,-0.300757064347788
2010-12-27,2.771152973175049,1223040.0,2.792673553739275,0.03857318800195082,2.802884187017168,0.04942883697559499,2.7858053616115024,0.0524746352745592,0,0,0,-0.021520580564226233,-0.5579155283493249,0.20139081943545578,0,-0.5579155283493249,0.001923084259032759,-0.0317312138421193,-0.6419575248712868,0.07321248337337238,0,-0.6419575248712868,-0.014652388436453556,-0.2792280186377463,0.02152904571004166,0,-0.2792280186377463
2010-12-28,2.732692003250122,1223040.0,2.773259707859584,0.026216108305897635,2.8011442593165805,0.05154953327731776,2.7847064563206265,0.05336910818745163,1,0,0,-0.04056770460946213,-1.5474342772811907,-0.9895187489318658,-1,-1.5474342772811907,-0.03846096992492676,-0.06845225606645844,-1.3278928384901212,-0.6859353136188344,-1,-1.3278928384901212,-0.05201445307050445,-0.9746172427654377,-0.6953892241276913,0,-0.9746172427654377
2010-12-29,2.673075914382935,1733160.0,2.7549445629119873,0.042870234164482546,2.7941387551171437,0.06161952202945722,2.7826612563360307,0.05684260971774034,2,0,0,-0.08186864852905229,-1.9096851259300898,-0.3622508486488991,-1,-1.9096851259300898,-0.059616088867187056,-0.1210628407342087,-1.9646832164055832,-0.636790377915462,-1,-1.9646832164055832,-0.10958534195309566,-1.9278731658742707,-0.953255923108833,-1,-1.9278731658742707
2010-12-30,2.596153020858765,2280200.0,2.724724701472691,0.06716511746070103,2.78108925478799,0.08130710178212258,2.7781435421534946,0.06729827741912231,3,0,0,-0.1285716806139261,-1.9142627225978524,-0.0045775966677625846,-1,-1.9142627225978524,-0.07692289352416992,-0.18493623392922487,-2.2745397373134235,-0.3098565209078403,-2,-2.2745397373134235,-0.18199052129472948,-2.7042374377775413,-0.7763642719032706,-2,-2.7042374377775413
2010-12-31,2.596153020858765,2280200.0,2.724724701472691,0.06716511746070103,2.78108925478799,0.08130710178212258,2.7781435421534946,0.06729827741912231,4,0,1,-0.1285716806139261,-1.9142627225978524,0.0,-1,-1.9142627225978524,0.0,-0.18493623392922487,-2.2745397373134235,0.0,-2,-2.2745397373134235,-0.18199052129472948,-2.7042374377775413,0.0,-2,-2.7042374377775413
2011-01-01,2.596153020858765,2280200.0,2.724724701472691,0.06716511746070103,2.78108925478799,0.08130710178212258,2.7781435421534946,0.06729827741912231,5,1,1,-0.1285716806139261,-1.9142627225978524,0.0,-1,-1.9142627225978524,0.0,-0.18493623392922487,-2.2745397373134235,0.0,-2,-2.2745397373134235,-0.18199052129472948,-2.7042374377775413,0.0,-2,-2.7042374377775413
2011-01-02,2.596153020858765,2280200.0,2.724724701472691,0.06716511746070103,2.78108925478799,0.08130710178212258,2.7781435421534946,0.06729827741912231,6,1,1,-0.1285716806139261,-1.9142627225978524,0.0,-1,-1.9142627225978524,0.0,-0.18493623392922487,-2.2745397373134235,0.0,-2,-2.2745397373134235,-0.18199052129472948,-2.7042374377775413,0.0,-2,-2.7042374377775413
2011-01-03,2.705769062042236,1852760.0,2.7181312697274342,0.06631009081810016,2.7751826899392262,0.08369879446679385,2.7761899743761336,0.06883178356108512,0,0,0,-0.012362207685198356,-0.1864302632175545,1.7278324593802978,0,-0.1864302632175545,0.10961604118347079,-0.06941362789699035,-0.8293264955510093,1.4452132417624142,0,-0.8293264955510093,-0.07042091233389769,-1.0230871363576144,1.681150301419927,-1,-1.0230871363576144
