Meta,-3,-2,-1,0,1,2,3
-3,0,1,3,3,1,0,0
-2,2,45,90,84,11,2,0
-1,6,139,414,398,31,0,0
0,0,45,438,1180,415,57,1
1,0,3,36,366,553,182,6
2,0,0,6,103,129,48,4
3,0,0,0,6,4,1,0
