Meta,-3,-2,-1,0,1,2,3
-3,0,0,2,1,0,0,0
-2,1,87,75,58,1,0,0
-1,1,101,443,283,10,0,0
0,1,33,302,1475,409,37,0
1,0,1,13,370,655,154,6
2,0,0,3,68,115,92,6
3,0,0,0,5,6,1,0
