Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,meta_7,diff_close_mean_14,diff_close_mean_z_score_14,meta_14,diff_close_mean_21,diff_close_mean_z_score_21,meta_21
2010-12-22,10.32380962371826,251523.0,10.681003298078265,0.18365645809798126,10.642622947692871,0.39183075805210676,10.921861603146507,0.5400583089264133,2,0,0,-0.3571936743600048,-1.9449012469217988,-1,-0.31881332397461115,-0.81365058108127,0,-0.5980519794282468,-1.1073840908347836,-1
2010-12-23,10.38828945159912,77048.0,10.644158227103096,0.21499834247518584,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,3,0,0,-0.255868775503977,-1.1900965028765664,-1,-0.17757272720337092,-0.5604185196339218,0,-0.48001021430606094,-0.8984985196330334,0
2010-12-24,10.38828945159912,77048.0,10.644158227103096,0.21499834247518584,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,4,0,1,-0.255868775503977,-1.1900965028765664,-1,-0.17757272720337092,-0.5604185196339218,0,-0.48001021430606094,-0.8984985196330334,0
2010-12-25,10.38828945159912,77048.0,10.644158227103096,0.21499834247518584,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,5,1,1,-0.255868775503977,-1.1900965028765664,-1,-0.17757272720337092,-0.5604185196339218,0,-0.48001021430606094,-0.8984985196330334,0
2010-12-26,10.38828945159912,77048.0,10.644158227103096,0.21499834247518584,10.56586217880249,0.3168573503234074,10.86829966590518,0.5342359545590656,6,1,1,-0.255868775503977,-1.1900965028765664,-1,-0.17757272720337092,-0.5604185196339218,0,-0.48001021430606094,-0.8984985196330334,0
2010-12-27,10.42411136627197,328432.0,10.59912531716483,0.22454053211914904,10.52389962332589,0.2911452334152748,10.820537430899483,0.5265586495391243,0,0,0,-0.17501395089285943,-0.7794314426937891,0,-0.0997882570539197,-0.342743914723779,0,-0.3964260646275122,-0.7528621265161782,0
2010-12-28,10.38828945159912,69929.0,10.563303674970355,0.23677939020193564,10.493707111903598,0.28081779063960915,10.79324472518194,0.5336957622501671,1,0,0,-0.1750142233712353,-0.7391446663578939,0,-0.10541766030447874,-0.3753952342704945,0,-0.40495527358282146,-0.758775508869416,0
2010-12-29,10.45993328094482,63090.0,10.49677780696324,0.1755104213429132,10.483984129769459,0.2793542382854632,10.755717277526854,0.5277941923789602,2,0,0,-0.03684452601841848,-0.20992785349441698,0,-0.024050848824638038,-0.08609444758114335,0,-0.295783996582033,-0.5604154059536485,0
2010-12-30,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.25870286165388934,10.698402586437405,0.4863744415426633,3,0,0,0.01637554168701172,0.11965480974910098,0,-0.035309791564941406,-0.13648782753776145,0,-0.2241413025628951,-0.460841038135089,0
2010-12-31,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.25870286165388934,10.698402586437405,0.4863744415426633,4,0,1,0.01637554168701172,0.11965480974910098,0,-0.035309791564941406,-0.13648782753776145,0,-0.2241413025628951,-0.460841038135089,0
2011-01-01,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.25870286165388934,10.698402586437405,0.4863744415426633,5,1,1,0.01637554168701172,0.11965480974910098,0,-0.035309791564941406,-0.13648782753776145,0,-0.2241413025628951,-0.460841038135089,0
2011-01-02,10.47426128387451,79141.0,10.457885742187498,0.1368565268821946,10.509571075439451,0.25870286165388934,10.698402586437405,0.4863744415426633,6,1,1,0.01637554168701172,0.11965480974910098,0,-0.035309791564941406,-0.13648782753776145,0,-0.2241413025628951,-0.460841038135089,0
2011-01-03,10.65336990356445,296747.0,10.44458062308175,0.1049218964344565,10.564838886260985,0.18628560092350785,10.651322682698567,0.4356728464226174,0,0,0,0.20878928048269962,1.9899495489306933,1,0.08853101730346502,0.47524348025061486,0,0.002047220865883048,0.004698986596693187,0
2011-01-04,10.6748628616333,48294.0,10.49473108564104,0.12034008680201361,10.587867191859653,0.17774425588415343,10.593325660342261,0.33051983481014025,1,0,0,0.18013177599226005,1.496855958635107,1,0.08699566977364803,0.4894429321549964,0,0.08153720129103981,0.2466938219846232,0
2011-01-05,10.77516269683838,115014.0,10.549998692103793,0.1487844793549078,10.597078459603443,0.1842234668283654,10.560574349902923,0.26825145305579146,2,0,0,0.2251640047345873,1.5133568078528217,1,0.1780842372349376,0.9666750946601851,0,0.21458834693545725,0.7999522257604575,0
2011-01-06,10.56739807128906,215791.0,10.570468221391948,0.13804771878319227,10.58479676927839,0.1796852036494371,10.53942248934791,0.24763031313973805,3,0,0,-0.003070150102887581,-0.022239774260300063,0,-0.017398697989328582,-0.09682877407798784,0,0.027975581941150907,0.11297317192893204,0
2011-01-07,10.45993328094482,55552.0,10.58070305415562,0.12425688596075134,10.572003364562988,0.1818886185775137,10.522705759320939,0.2401165922477777,4,0,0,-0.12076977321079951,-0.9719362615360143,0,-0.11207008361816762,-0.6161467633028825,0,-0.0627724783761181,-0.26142499270247355,0
2011-01-08,10.45993328094482,55552.0,10.58070305415562,0.12425688596075134,10.572003364562988,0.1818886185775137,10.522705759320939,0.2401165922477777,5,1,1,-0.12076977321079951,-0.9719362615360143,0,-0.11207008361816762,-0.6161467633028825,0,-0.0627724783761181,-0.26142499270247355,0
2011-01-09,10.45993328094482,55552.0,10.58070305415562,0.12425688596075134,10.572003364562988,0.1818886185775137,10.522705759320939,0.2401165922477777,6,1,1,-0.12076977321079951,-0.9719362615360143,0,-0.11207008361816762,-0.6161467633028825,0,-0.0627724783761181,-0.26142499270247355,0
2011-01-10,10.53157615661621,70767.0,10.590937750680103,0.11527757305868344,10.543857778821673,0.1507897909225973,10.519635336739675,0.2395433309842566,0,0,0,-0.059361594063894074,-0.5149448629845402,0,-0.012281622205463805,-0.081448632101149,0,0.011940819876533837,0.04984826681448551,0
2011-01-11,10.39545345306396,52342.0,10.57967948913574,0.13130561465466242,10.51878261566162,0.14351179236603887,10.532940546671549,0.22320817151259625,1,0,0,-0.1842260360717809,-1.4030324335810065,-1,-0.1233291625976598,-0.8593660532306532,0,-0.13748709360758937,-0.6159590514804724,0
2011-01-12,10.58172607421875,72442.0,10.569444656372069,0.12733658505378395,10.50701263972691,0.1294686939589549,10.56637414296468,0.16560749626145085,2,0,0,0.012281417846681464,0.09644846248620602,0,0.07471343449184076,0.5770772239003735,0,0.015351931254070195,0.09270070256864169,0
2011-01-13,10.68919086456299,37965.0,10.571491513933454,0.12941178742900852,10.533111299787247,0.12649033256863662,10.58240863255092,0.1600695407283216,3,0,0,0.11769935062953607,0.9094948224411354,0,0.1560795647757427,1.23392485106362,1,0.10678223201207082,0.6670990091319573,0
2011-01-14,10.92561435699463,407993.0,10.59298460824149,0.17376796303534833,10.571491650172643,0.1570056390701775,10.595713842482793,0.176415384237508,4,0,0,0.3326297487531402,1.9142179199365754,1,0.3541227068219879,2.2554776307346773,2,0.3299005145118379,1.8700212339060684,1
2011-01-15,10.92561435699463,407993.0,10.59298460824149,0.17376796303534833,10.571491650172643,0.1570056390701775,10.595713842482793,0.176415384237508,5,1,1,0.3326297487531402,1.9142179199365754,1,0.3541227068219879,2.2554776307346773,2,0.3299005145118379,1.8700212339060684,1
2011-01-16,10.92561435699463,407993.0,10.59298460824149,0.17376796303534833,10.571491650172643,0.1570056390701775,10.595713842482793,0.176415384237508,6,1,1,0.3326297487531402,1.9142179199365754,1,0.3541227068219879,2.2554776307346773,2,0.3299005145118379,1.8700212339060684,1
2011-01-17,11.02591514587402,100776.0,10.658487047467911,0.23731555033822935,10.614477634429932,0.1920277737653751,10.609360195341564,0.1978612220382525,0,0,0,0.36742809840610846,1.5482681092007613,1,0.41143751144408824,2.142593768476398,2,0.41655495053245595,2.10528847563634,2
2011-01-18,10.68202686309814,128692.0,10.690214702061242,0.22060373177995815,10.635458878108434,0.18115218521324306,10.611407143729073,0.19840523825794926,1,0,0,-0.008187838963102934,-0.03711559590147785,0,0.04656798498970538,0.25706554372991935,0,0.0706197193690663,0.35593676855070067,0
2011-01-19,10.74650573730469,57925.0,10.720918927873882,0.20952298402961655,10.655928339276995,0.17590768352663824,10.602878161839076,0.18778852658085837,2,0,0,0.025586809430807378,0.12211934432544462,0,0.09057739802769404,0.5149143926619761,0,0.14362757546561333,0.7648367985025426,0
2011-01-20,10.53157615661621,16610.0,10.740365028381348,0.17826718663273938,10.660022258758545,0.17197754201504936,10.592643419901528,0.18541115945780787,3,0,0,-0.2087888717651385,-1.1712131419635794,-1,-0.12844610214233576,-0.7468771831329915,0,-0.06106726328531842,-0.32936131494941046,0
2011-01-21,10.38828945159912,74396.0,10.712731225149971,0.21760845702056808,10.64108794076102,0.18672623348566694,10.575585501534595,0.18701904562300214,4,0,0,-0.324441773550852,-1.4909428520978216,-1,-0.2527984891619006,-1.3538455976048238,-1,-0.1872960499354761,-1.001481155630707,-1
2011-01-22,10.38828945159912,74396.0,10.712731225149971,0.21760845702056808,10.64108794076102,0.18672623348566694,10.575585501534595,0.18701904562300214,5,1,1,-0.324441773550852,-1.4909428520978216,-1,-0.2527984891619006,-1.3538455976048238,-1,-0.1872960499354761,-1.001481155630707,-1
2011-01-23,10.38828945159912,74396.0,10.712731225149971,0.21760845702056808,10.64108794076102,0.18672623348566694,10.575585501534595,0.18701904562300214,6,1,1,-0.324441773550852,-1.4909428520978216,-1,-0.2527984891619006,-1.3538455976048238,-1,-0.1872960499354761,-1.001481155630707,-1
2011-01-24,10.28082370758057,48015.0,10.654393059866768,0.2727291720912158,10.612942286900111,0.20954639734513458,10.573538553147088,0.19012205304591268,0,0,0,-0.37356935228619825,-1.3697447523554829,-1,-0.33211857931954114,-1.5849405359736315,-1,-0.2927148455665183,-1.5396154253385346,-1
2011-01-25,10.28082370758057,48015.0,10.654393059866768,0.2727291720912158,10.612942286900111,0.20954639734513458,10.573538553147088,0.19012205304591268,1,0,1,-0.37356935228619825,-1.3697447523554829,-1,-0.33211857931954114,-1.5849405359736315,-1,-0.2927148455665183,-1.5396154253385346,-1
2011-01-26,9.757826805114746,1610616.0,10.487566266741071,0.40450360786802125,10.54027543749128,0.3040504052431263,10.543516522362118,0.25836684755981887,2,0,0,-0.7297394616263251,-1.8040369663758837,-1,-0.7824486323765338,-2.5734174955329143,-2,-0.7856897172473722,-3.040985036075358,-3
2011-01-27,9.643198013305664,486995.0,10.290035247802734,0.4343093598491759,10.474261147635323,0.38678241679840397,10.506330172220865,0.32421791031922575,3,0,0,-0.6468372344970703,-1.4893467520978587,-1,-0.8310631343296588,-2.148658000559575,-2,-0.8631321589152012,-2.662197649924272,-2
2011-01-28,9.349459648132324,405480.0,10.099668502807617,0.5178636032375065,10.39494160243443,0.49003132986853415,10.456862086341495,0.41081455325264177,4,0,0,-0.750208854675293,-1.4486610952869508,-1,-1.0454819543021063,-2.133500228613115,-2,-1.1074024382091707,-2.6956261150956426,-2
2011-01-29,9.349459648132324,405480.0,10.099668502807617,0.5178636032375065,10.39494160243443,0.49003132986853415,10.456862086341495,0.41081455325264177,5,1,1,-0.750208854675293,-1.4486610952869508,-1,-1.0454819543021063,-2.133500228613115,-2,-1.1074024382091707,-2.6956261150956426,-2
2011-01-30,9.349459648132324,405480.0,10.099668502807617,0.5178636032375065,10.39494160243443,0.49003132986853415,10.456862086341495,0.41081455325264177,6,1,1,-0.750208854675293,-1.4486610952869508,-1,-1.0454819543021063,-2.133500228613115,-2,-1.1074024382091707,-2.6956261150956426,-2
2011-01-31,9.671854972839355,451402.0,9.946146965026855,0.44883928822071956,10.33353294645037,0.5242643274423375,10.419334547860283,0.4450856120041614,0,0,0,-0.2742919921875,-0.6111140432354825,0,-0.661677973611015,-1.2621075647833224,-1,-0.7474795750209271,-1.6794062869278694,-1
2011-02-01,9.779319763183594,157.0,9.838681765965053,0.3681038879055363,10.2895233971732,0.5441501802565921,10.386242094494047,0.46613456740903786,1,0,0,-0.059362002781458756,-0.16126426460535614,0,-0.5102036339896063,-0.9376154828231823,0,-0.6069223313104537,-1.3020324467330764,-1
2011-02-02,9.850963592529297,339319.0,9.761920928955078,0.2798331306968033,10.237326077052526,0.5489921463176831,10.34803227015904,0.4759272372311301,2,0,0,0.08904266357421875,0.31819914730073784,0,-0.38636248452322874,-0.7037668700995476,0,-0.49706867762974305,-1.0444215811677653,-1
2011-02-03,9.707676887512207,411.0,9.680042811802455,0.16155165639356867,10.167217935834612,0.5495197381923506,10.301975795200892,0.4893274111846533,3,0,0,0.02763407570975218,0.17105411561012188,0,-0.4595410483224054,-0.8362594032273877,0,-0.5942989076886853,-1.214522003273632,-1
