Meta,-3,-2,-1,0,1,2,3
-3,0,3,2,3,0,0,0
-2,3,57,91,42,4,0,0
-1,5,109,439,252,14,0,0
0,0,25,270,1085,275,25,0
1,0,0,14,253,505,136,3
2,0,0,3,44,109,67,5
3,0,0,0,4,4,0,0
