Meta,-3,-2,-1,0,1,2,3
-3,0,0,1,10,2,2,0
-2,4,22,65,61,3,0,0
-1,10,90,371,344,27,1,0
0,1,41,369,965,314,41,5
1,0,1,30,262,398,145,6
2,0,1,3,87,93,51,6
3,0,0,0,11,5,1,0
