Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,meta_7,diff_close_mean_14,diff_close_mean_z_score_14,meta_14,diff_close_mean_21,diff_close_mean_z_score_21,meta_21
2010-12-22,57.02999877929688,1659300.0,56.978571210588726,0.37830443403060793,56.822142464774,0.6436335844591843,56.13142830984933,1.2143032645608125,2,0,0,0.05142756870815646,0.13594228373224815,0,0.20785631452288555,0.3229419961009922,0,0.8985704694475487,0.739988514955152,0
2010-12-23,56.84999847412109,1456800.0,56.85999952043806,0.21786804979794736,56.839999607631135,0.6404564599702057,56.20666631062826,1.2071880054719761,3,0,0,-0.010001046316972406,-0.045904143935962434,0,0.009998866489951297,0.015612094053070286,0,0.6433321634928291,0.5329179552619101,0
2010-12-24,56.444998741149895,1849250.0,56.80392810276577,0.327526573115971,56.81107105527605,0.6732071533990499,56.20666631062826,1.2071880054719761,4,0,1,-0.3589293616158713,-1.095878597578039,-1,-0.36607231412615704,-0.5437736546289552,0,0.23833243052163766,0.1974277655521076,0
2010-12-25,56.03999900817871,2241700.0,56.74785668509347,0.4371850964339947,56.78214250292096,0.705957846827894,56.20666631062826,1.2071880054719761,5,1,1,-0.707857676914756,-1.619125818076982,-1,-0.7421434947422512,-1.0512575192370925,-1,-0.16666730244954664,-0.13806242415768907,0
2010-12-26,55.63499927520752,2634150.0,56.691785267421174,0.5468436197520183,56.75321395056588,0.7387085402567382,56.20666631062826,1.2071880054719761,6,1,1,-1.0567859922136549,-1.9325195614294344,-1,-1.1182146753583595,-1.513742720464182,-1,-0.571667035420738,-0.4735526138674916,0
2010-12-27,55.22999954223633,3026600.0,56.63571384974888,0.6565021430700421,56.724285398210796,0.7714592336855823,56.22142828078497,1.192473153780545,0,0,0,-1.4057143075125538,-2.1412181549612677,-2,-1.4942858559744678,-1.9369602316322554,-1,-0.9914287385486418,-0.831405499910397,0
2010-12-28,54.7400016784668,2335900.0,56.348571232386995,0.9651837058649413,56.582856859479634,0.9362066103500598,56.25238073439825,1.1417391168750923,1,0,0,-1.6085695539201978,-1.666594187350782,-1,-1.8428551810128369,-1.96842786692541,-1,-1.5123790559314543,-1.324627520926841,-1
2010-12-29,55.11999893188477,2680300.0,56.09428514753069,1.0281181964089348,56.55857113429478,0.9713259457521057,56.29571406046549,1.075706666397865,2,0,0,-0.9742862156459182,-0.9476402801243634,0,-1.4385722024100076,-1.4810396126051273,-1,-1.1757151285807197,-1.0929700124642208,-1
2010-12-30,55.33000183105469,3486800.0,55.92714255196707,1.0461142441029176,56.50571414402553,1.018925891058394,56.37999979654948,0.9067024609669581,3,0,0,-0.5971407209123853,-0.5708178855976251,0,-1.1757123129708447,-1.1538742152774144,-1,-1.0499979654947893,-1.1580402730737192,-1
2010-12-31,55.7400016784668,3892050.0,55.91928550175258,1.0356659467436622,56.50928558622088,1.0202704633616912,56.37999979654948,0.9067024609669581,4,0,1,-0.17928382328578607,-0.17310970187780117,0,-0.7692839077540796,-0.7539999788089174,0,-0.6399981180826799,-0.7058524109443248,0
2011-01-01,56.150001525878906,4297300.0,55.911428451538086,1.0252176493844067,56.51285702841622,1.0216150356649887,56.37999979654948,0.9067024609669581,5,1,1,0.2385730743408203,0.23270480612977335,0,-0.3628555025373146,-0.35517831068444,0,-0.22999827067057055,-0.2536645488149305,0
