,Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,meta_7,diff_close_mean_14,diff_close_mean_z_score_14,meta_14,diff_close_mean_21,diff_close_mean_z_score_21,meta_21
0,2010-12-22,28.48999977111816,3146900.0,28.32999992370605,0.2633760604326625,28.315714291163854,0.3195120633389683,28.108095169067383,0.4500624507543926,2,0,0,0.1599998474121058,0.6074957881489501,0,0.1742854799543067,0.5454738645326465,0,0.3819046020507777,0.8485591308731286,0
1,2010-12-23,28.54000091552734,2006300.0,28.337142944335938,0.2690554470247637,28.312857219151088,0.3171370458798235,28.13952382405599,0.4563384713653414,3,0,0,0.2028579711914027,0.7539634429803301,0,0.2271436963762525,0.7162319865410073,0,0.4004770914713518,0.8775878357858911,0
2,2010-12-24,28.54000091552734,2006300.0,28.337142944335938,0.2690554470247637,28.312857219151088,0.3171370458798235,28.13952382405599,0.4563384713653414,4,0,1,0.2028579711914027,0.7539634429803301,0,0.2271436963762525,0.7162319865410073,0,0.4004770914713518,0.8775878357858911,0
3,2010-12-25,28.54000091552734,2006300.0,28.337142944335938,0.2690554470247637,28.312857219151088,0.3171370458798235,28.13952382405599,0.4563384713653414,5,1,1,0.2028579711914027,0.7539634429803301,0,0.2271436963762525,0.7162319865410073,0,0.4004770914713518,0.8775878357858911,0
4,2010-12-26,28.54000091552734,2006300.0,28.337142944335938,0.2690554470247637,28.312857219151088,0.3171370458798235,28.13952382405599,0.4563384713653414,6,1,1,0.2028579711914027,0.7539634429803301,0,0.2271436963762525,0.7162319865410073,0,0.4004770914713518,0.8775878357858911,0
5,2010-12-27,28.73999977111816,2356400.0,28.448571613856725,0.2474828931988572,28.314285823277064,0.3191508298346731,28.198571432204474,0.4496252678529612,0,0,0,0.2914281572614356,1.1775688957509785,1,0.4257139478410963,1.333895788588816,1,0.5414283389136862,1.2041768504227992,1
6,2010-12-28,29.61000061035156,4797900.0,28.68285751342773,0.4287857628394659,28.428571564810618,0.4580539214841326,28.311904816400435,0.4913005634683269,1,0,0,0.927143096923828,2.162252521595367,2,1.1814290455409413,2.579235740877435,2,1.2980957939511235,2.6421622332106462,2
7,2010-12-29,30.10000038146973,4021200.0,28.894286019461497,0.6824676106220269,28.600714411054337,0.5923159904685343,28.435714358375183,0.5934524553765109,2,0,0,1.2057143620082336,1.766698291966266,1,1.499285970415393,2.531226565788687,2,1.6642860230945438,2.8044134083810497,2
8,2010-12-30,30.54999923706055,8581300.0,29.211428778512136,0.8673218348293418,28.77642863137381,0.7679905088217488,28.58714285350981,0.7034425778729455,3,0,0,1.3385704585484142,1.5433376686657467,1,1.7735706056867355,2.309365265994951,2,1.96285638355074,2.7903576571750643,2
9,2010-12-31,30.54999923706055,8581300.0,29.211428778512136,0.8673218348293418,28.77642863137381,0.7679905088217488,28.58714285350981,0.7034425778729455,4,0,1,1.3385704585484142,1.5433376686657467,1,1.7735706056867355,2.309365265994951,2,1.96285638355074,2.7903576571750643,2
10,2011-01-01,30.54999923706055,8581300.0,29.211428778512136,0.8673218348293418,28.77642863137381,0.7679905088217488,28.58714285350981,0.7034425778729455,5,1,1,1.3385704585484142,1.5433376686657467,1,1.7735706056867355,2.309365265994951,2,1.96285638355074,2.7903576571750643,2
11,2011-01-02,30.54999923706055,8581300.0,29.211428778512136,0.8673218348293418,28.77642863137381,0.7679905088217488,28.58714285350981,0.7034425778729455,6,1,1,1.3385704585484142,1.5433376686657467,1,1.7735706056867355,2.309365265994951,2,1.96285638355074,2.7903576571750643,2
12,2011-01-03,30.29999923706055,5064700.0,29.47571427481515,0.8784236114069057,28.917142868041992,0.8554029338986286,28.689047586350213,0.7883520464938958,0,0,0,0.8242849622454003,0.9383684039699302,0,1.3828563690185582,1.6166140122012214,1,1.6109516507103372,2.043441959559638,2
13,2011-01-04,30.05999946594238,10066400.0,29.699999945504324,0.7796789845506374,29.01499993460519,0.9043802730641478,28.77714284261068,0.8341769691001093,1,0,0,0.3599995204380555,0.4617278746400208,0,1.04499953133719,1.1554868703588674,1,1.2828566233317034,1.5378710643565467,1
14,2011-01-05,30.6299991607666,5502100.0,29.99857112339565,0.6509843145407529,29.167857033865797,0.9859876363602282,28.87476185389928,0.9249626106533372,2,0,0,0.6314280373709558,0.9699589118616576,0,1.462142126900808,1.4829213602498137,1,1.7552373068673257,1.8976305492256955,1
15,2011-01-06,30.45000076293945,6889400.0,30.24285697937012,0.3523117183568708,29.34571429661342,0.9758758543774364,28.957142875308083,0.9855461306371052,3,0,0,0.2071437835693323,0.5879559854989213,0,1.1042864663260303,1.1315849873450492,1,1.4928578876313665,1.514751913912249,1
16,2011-01-07,30.0,5344500.0,30.29857117789132,0.2521524362209095,29.49071434565953,0.9039011922007548,29.051904769170854,0.9855942155628536,4,0,0,-0.298571177891322,-1.1840899987567253,-1,0.50928565434047,0.5634306700055315,0,0.9480952308291464,0.9619529171929116,0
17,2011-01-08,30.0,5344500.0,30.29857117789132,0.2521524362209095,29.49071434565953,0.9039011922007548,29.051904769170854,0.9855942155628536,5,1,1,-0.298571177891322,-1.1840899987567253,-1,0.50928565434047,0.5634306700055315,0,0.9480952308291464,0.9619529171929116,0
18,2011-01-09,30.0,5344500.0,30.29857117789132,0.2521524362209095,29.49071434565953,0.9039011922007548,29.051904769170854,0.9855942155628536,6,1,1,-0.298571177891322,-1.1840899987567253,-1,0.50928565434047,0.5634306700055315,0,0.9480952308291464,0.9619529171929116,0
19,2011-01-10,30.20999908447266,5282900.0,30.31428527832032,0.2408911339270136,29.604285648890905,0.8857910893126704,29.171904700143,0.9646740071245417,0,0,0,-0.1042861938476562,-0.4329183567181571,0,0.6057134355817553,0.6838107121305077,0,1.0380943843296642,1.076109003313949,1
20,2011-01-11,30.5,6854100.0,30.307142530168807,0.233360588636746,29.75928565434047,0.8340026824572344,29.28666659763881,0.9728479408536204,1,0,0,0.1928574698311926,0.8264354789205586,0,0.74071434565953,0.8881438408293273,0,1.21333340236119,1.2471973793731392,1
21,2011-01-12,31.46999931335449,8136700.0,30.4742853982108,0.4972207238200448,29.97499983651297,0.8594785514537469,29.43619037809826,1.0561933621165869,2,0,0,0.9957139151436892,2.002559160233353,2,1.4949994768415138,1.739426160563086,1,2.0338089352562285,1.925602837704379,1
22,2011-01-13,30.5,6285500.0,30.537142617361887,0.4627349648648057,30.118571281433105,0.7537070072242327,29.522380828857425,1.0660622712121628,3,0,0,-0.0371426173618871,-0.0802675833513875,0,0.3814287185668945,0.5060702831616597,0,0.977619171142578,0.917037585460162,0
23,2011-01-14,30.77000045776367,3167100.0,30.557142802647174,0.4703796818447112,30.277856963021414,0.6178270768923763,29.630952290126256,1.0717503535304052,4,0,0,0.2128576551164904,0.4525230645203809,0,0.4921434947422547,0.7965715863696028,0,1.1390481676374122,1.0627924347170257,1
24,2011-01-15,30.77000045776367,3167100.0,30.557142802647174,0.4703796818447112,30.277856963021414,0.6178270768923763,29.630952290126256,1.0717503535304052,5,1,1,0.2128576551164904,0.4525230645203809,0,0.4921434947422547,0.7965715863696028,0,1.1390481676374122,1.0627924347170257,1
25,2011-01-16,30.77000045776367,3167100.0,30.557142802647174,0.4703796818447112,30.277856963021414,0.6178270768923763,29.630952290126256,1.0717503535304052,6,1,1,0.2128576551164904,0.4525230645203809,0,0.4921434947422547,0.7965715863696028,0,1.1390481676374122,1.0627924347170257,1
