,Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,diff_close_mean_z_score_7_diff,meta_7,meta_7_diff,diff_close_mean_14,diff_close_mean_z_score_14,diff_close_mean_z_score_14_diff,meta_14,meta_14_diff,diff_close_mean_21,diff_close_mean_z_score_21,diff_close_mean_z_score_21_diff,meta_21,meta_21_diff
0,2010-12-22,14.11561107635498,395746.0,13.777356556483678,0.1865372065073546,13.81508493423462,0.157583636556566,13.945616404215494,0.2448596956792221,2,0,0,0.3382545198713025,1.8133353994339252,,1,1.8133353994339252,0.3005261421203613,1.9070897758631484,,1,1.9070897758631484,0.1699946721394862,0.694253383219864,,0,0.694253383219864
1,2010-12-23,14.0245418548584,258926.0,13.800123487200056,0.2075801968808626,13.816711153302874,0.1597608569878073,13.926101684570312,0.2189173194295009,3,0,0,0.2244183676583446,1.08111646019464,-0.7322189392392853,1,1.08111646019464,0.207830701555526,1.3008862463186923,-0.6062035295444561,1,1.3008862463186923,0.0984401702880877,0.4496682608056002,-0.2445851224142637,0,0.4496682608056002
2,2010-12-24,14.0245418548584,258926.0,13.800123487200056,0.2075801968808626,13.816711153302874,0.1597608569878073,13.926101684570312,0.2189173194295009,4,0,1,0.2244183676583446,1.08111646019464,0.0,1,1.08111646019464,0.207830701555526,1.3008862463186923,0.0,1,1.3008862463186923,0.0984401702880877,0.4496682608056002,0.0,0,0.4496682608056002
3,2010-12-25,14.0245418548584,258926.0,13.800123487200056,0.2075801968808626,13.816711153302874,0.1597608569878073,13.926101684570312,0.2189173194295009,5,1,1,0.2244183676583446,1.08111646019464,0.0,1,1.08111646019464,0.207830701555526,1.3008862463186923,0.0,1,1.3008862463186923,0.0984401702880877,0.4496682608056002,0.0,0,0.4496682608056002
4,2010-12-26,14.0245418548584,258926.0,13.800123487200056,0.2075801968808626,13.816711153302874,0.1597608569878073,13.926101684570312,0.2189173194295009,6,1,1,0.2244183676583446,1.08111646019464,0.0,1,1.08111646019464,0.207830701555526,1.3008862463186923,0.0,1,1.3008862463186923,0.0984401702880877,0.4496682608056002,0.0,0,0.4496682608056002
5,2010-12-27,13.8196382522583,236964.0,13.798171997070312,0.2072803267133533,13.815084866115026,0.1595949705031629,13.897913841974168,0.1894007150877156,0,0,0,0.0214662551879882,0.1035614692834493,-0.9775549909111908,0,0.1035614692834493,0.0045533861432751,0.0285308874641818,-1.2723553588545105,0,0.0285308874641818,-0.0782755897158669,-0.4132803283219693,-0.8629485891275696,0,-0.4132803283219693
6,2010-12-28,13.70580291748047,275616.0,13.811181885855538,0.1964215022045456,13.802075045449394,0.1606195333329446,13.877315021696544,0.1854218980155744,1,0,0,-0.1053789683750672,-0.5364940558561134,-0.6400555251395628,0,-0.5364940558561134,-0.0962721279689233,-0.5993799506898267,-0.6279108381540086,0,-0.5993799506898267,-0.1715121042160738,-0.9249830039042516,-0.5117026755822824,0,-0.9249830039042516
7,2010-12-29,14.11561107635498,359290.0,13.876230784824916,0.2128267260615024,13.8089051927839,0.172213525935819,13.883819943382626,0.1914654819712755,2,0,0,0.2393802915300646,1.1247661229393195,1.661260178795433,1,1.1247661229393195,0.3067058835710803,1.7809628012922996,2.380342751982126,1,1.7809628012922996,0.2317911329723543,1.2106157756787128,2.1355987795829643,1,1.2106157756787128
8,2010-12-30,14.11561107635498,544864.0,13.95428957257952,0.1789570822686496,13.838502475193568,0.1872394933906813,13.883819943382626,0.1914654819712755,3,0,0,0.1613215037754596,0.9014535872533082,-0.2233125356860114,0,0.9014535872533082,0.2771086011614123,1.4799687616288093,-0.3009940396634902,1,1.4799687616288093,0.2317911329723543,1.2106157756787128,0.0,1,1.2106157756787128
9,2010-12-31,14.11561107635498,544864.0,13.95428957257952,0.1789570822686496,13.838502475193568,0.1872394933906813,13.883819943382626,0.1914654819712755,4,0,1,0.1613215037754596,0.9014535872533082,0.0,0,0.9014535872533082,0.2771086011614123,1.4799687616288093,0.0,1,1.4799687616288093,0.2317911329723543,1.2106157756787128,0.0,1,1.2106157756787128
10,2011-01-01,14.11561107635498,544864.0,13.95428957257952,0.1789570822686496,13.838502475193568,0.1872394933906813,13.883819943382626,0.1914654819712755,5,1,1,0.1613215037754596,0.9014535872533082,0.0,0,0.9014535872533082,0.2771086011614123,1.4799687616288093,0.0,1,1.4799687616288093,0.2317911329723543,1.2106157756787128,0.0,1,1.2106157756787128
11,2011-01-02,14.11561107635498,544864.0,13.95428957257952,0.1789570822686496,13.838502475193568,0.1872394933906813,13.883819943382626,0.1914654819712755,6,1,1,0.1613215037754596,0.9014535872533082,0.0,0,0.9014535872533082,0.2771086011614123,1.4799687616288093,0.0,1,1.4799687616288093,0.2317911329723543,1.2106157756787128,0.0,1,1.2106157756787128
12,2011-01-03,14.22489261627197,874726.0,14.017386981419154,0.1862985453390897,13.873954091753276,0.2103804084678454,13.88685553414481,0.1965207837905394,0,0,0,0.2075056348528168,1.1138338974956952,0.212380310242387,1,1.1138338974956952,0.3509385245186944,1.6681140942471928,0.1881453326183835,1,1.6681140942471928,0.3380370821271601,1.7201085585301508,0.509492782851438,1,1.7201085585301508
13,2011-01-04,14.32051467895508,165809.0,14.04665892464774,0.2177473266340264,13.91200774056571,0.2397263416180902,13.892276264372326,0.2070705535568344,1,0,0,0.2738557543073394,1.2576767694035385,0.1438428719078432,1,1.2576767694035385,0.4085069383893707,1.704055280834202,0.0359411865870091,1,1.704055280834202,0.4282384145827542,2.068079730444223,0.3479711719140721,2,2.068079730444223
14,2011-01-05,14.52541923522949,363682.0,14.118212836129326,0.2820655727579615,13.95916816166469,0.2895667946714828,13.917211714245024,0.2483331500252957,2,0,0,0.4072063991001649,1.4436586327023533,0.1859818632988148,1,1.4436586327023533,0.5662510735647999,1.9555110737307395,0.2514557928965375,1,1.9555110737307395,0.6082075209844664,2.449159610476946,0.3810798800327237,2,2.449159610476946
15,2011-01-06,14.34328174591064,1208102.0,14.193019049508232,0.2581031347825341,13.995595523289271,0.3042214342860739,13.941062927246094,0.2643274861098061,3,0,0,0.1502626964024074,0.5821808267807824,-0.8614778059215709,0,0.5821808267807824,0.3476862226213679,1.1428722089792729,-0.8126388647514668,1,1.1428722089792729,0.4022188186645454,1.5216685354373511,-0.9274910750395956,1,1.5216685354373511
16,2011-01-07,13.9562406539917,725388.0,14.228795869009836,0.1868278854485975,14.019988877432686,0.2843780566155794,13.94431531996954,0.2640612258782196,4,0,0,-0.2725552150181354,-1.4588572490862144,-2.0410380758669966,-1,-1.4588572490862144,-0.0637482234409869,-0.2241671674659534,-1.367039376445226,0,-0.2241671674659534,0.011925334022159,0.0451612461560667,-1.4765072892812845,0,0.0451612461560667
17,2011-01-08,13.9562406539917,725388.0,14.228795869009836,0.1868278854485975,14.019988877432686,0.2843780566155794,13.94431531996954,0.2640612258782196,5,1,1,-0.2725552150181354,-1.4588572490862144,0.0,-1,-1.4588572490862144,-0.0637482234409869,-0.2241671674659534,0.0,0,-0.2241671674659534,0.011925334022159,0.0451612461560667,0.0,0,0.0451612461560667
18,2011-01-09,13.9562406539917,725388.0,14.228795869009836,0.1868278854485975,14.019988877432686,0.2843780566155794,13.94431531996954,0.2640612258782196,6,1,1,-0.2725552150181354,-1.4588572490862144,0.0,-1,-1.4588572490862144,-0.0637482234409869,-0.2241671674659534,0.0,0,-0.2241671674659534,0.011925334022159,0.0451612461560667,0.0,0,0.0451612461560667
19,2011-01-10,14.0245418548584,995514.0,14.21578598022461,0.1988098158426749,14.04600838252476,0.2649332872106268,13.944532121930804,0.2641283231842982,0,0,0,-0.1912441253662091,-0.9619450858379508,0.4969121632482636,0,-0.9619450858379508,-0.0214665276663605,-0.0810261628214891,0.1431410046444642,0,-0.0810261628214891,0.0800097329275963,0.3029199290822316,0.2577586829261649,0,0.3029199290822316
20,2011-01-11,14.22489261627197,992440.0,14.23139762878418,0.1938615965545038,14.09284360068185,0.2297839783736605,13.96946752639044,0.264729441967595,1,0,0,-0.0065050125122088,-0.0335549310839392,0.9283901547540117,0,-0.0335549310839392,0.1320490155901215,0.5746658950059238,0.6556920578274129,0,0.5746658950059238,0.2554250898815322,0.9648533536092228,0.6619334245269911,0,0.9648533536092228
21,2011-01-12,14.49809837341309,376420.0,14.27042702266148,0.2182956056225867,14.14390700204032,0.2350553347666273,14.006111735389348,0.282387476393468,2,0,0,0.2276713507516081,1.0429497657650115,1.076504696848951,1,1.0429497657650115,0.3541913713727709,1.50684251316579,0.9321766181598664,1,1.50684251316579,0.491986638023743,1.742239579131432,0.7773862255222093,1,1.742239579131432
22,2011-01-13,14.33417510986328,708697.0,14.272378512791224,0.2188782826586535,14.159518718719482,0.2402326226655545,14.032131331307548,0.286407576469638,3,0,0,0.061796597072055,0.2823331594228036,-0.760616606342208,0,0.2823331594228036,0.174656391143797,0.727030280924623,-0.7798122322411671,0,0.727030280924623,0.3020437785557313,1.0545942334306608,-0.6876453457007712,1,1.0545942334306608
23,2011-01-14,14.42524433135986,921284.0,14.25806781223842,0.2022172898723892,14.188140324183871,0.2466973960996192,14.0588013785226,0.2959993021354287,4,0,0,0.1671765191214405,0.8267172368244996,0.5443840774016959,0,0.8267172368244996,0.2371040071759864,0.9611127272711106,0.2340824463464876,0,0.9611127272711106,0.366442952837259,1.2379858675126203,0.1833916340819597,1,1.2379858675126203
24,2011-01-15,14.42524433135986,921284.0,14.25806781223842,0.2022172898723892,14.188140324183871,0.2466973960996192,14.0588013785226,0.2959993021354287,5,1,1,0.1671765191214405,0.8267172368244996,0.0,0,0.8267172368244996,0.2371040071759864,0.9611127272711106,0.0,0,0.9611127272711106,0.366442952837259,1.2379858675126203,0.0,1,1.2379858675126203
25,2011-01-16,14.42524433135986,921284.0,14.25806781223842,0.2022172898723892,14.188140324183871,0.2466973960996192,14.0588013785226,0.2959993021354287,6,1,1,0.1671765191214405,0.8267172368244996,0.0,0,0.8267172368244996,0.2371040071759864,0.9611127272711106,0.0,0,0.9611127272711106,0.366442952837259,1.2379858675126203,0.0,1,1.2379858675126203
26,2011-01-17,14.38881587982178,649401.0,14.26457268851144,0.2061101819891493,14.228795869009836,0.2274459434029789,14.085254578363328,0.2996393361468092,0,0,0,0.1242431913103399,0.6027998719484935,-0.2239173648760061,0,0.6027998719484935,0.1600200108119445,0.7035518348569881,-0.2575608924141225,0,0.7035518348569881,0.3035613014584513,1.0130889534133811,-0.2248969140992391,1,1.0130889534133811
27,2011-01-18,14.13837814331055,1799305.0,14.290592329842706,0.1688222488792696,14.25969409942627,0.174046738193912,14.110190028236026,0.2796470577227798,1,0,0,-0.1522141865321558,-0.9016239716188662,-1.5044238435673596,0,-0.9016239716188662,-0.1213159561157191,-0.6970309089076775,-1.4005827437646656,0,-0.6970309089076775,0.0281881150745242,0.1007988973818123,-0.912290056031569,0,0.1007988973818123
28,2011-01-19,13.93347358703613,1710142.0,14.277582577296666,0.1943244177036328,14.246684278760638,0.1915703929833663,14.123199780782064,0.2635616422357964,2,0,0,-0.344108990260537,-1.7707964563946,-0.8691724847757337,-1,-1.7707964563946,-0.3132106917245085,-1.634963977714991,-0.9379330688073134,-1,-1.634963977714991,-0.1897261937459351,-0.7198551053806073,-0.8206540027624196,0,-0.7198551053806073
29,2011-01-20,13.79687118530273,1555533.0,14.216436658586773,0.2673036109841403,14.223917143685478,0.2244625446886379,14.134041286650158,0.2435570356014067,3,0,0,-0.4195654732840417,-1.5696214194013842,0.2011750369932157,-1,-1.5696214194013842,-0.427045958382747,-1.9025265840014496,-0.2675626062864586,-1,-1.9025265840014496,-0.3371701013474268,-1.3843578795203544,-0.6645027741397471,-1,-1.3843578795203544
30,2011-01-21,13.66026878356934,1272668.0,14.096746717180524,0.3050729234561942,14.183586869921005,0.2703148776680888,14.128186907087054,0.2536788486620582,4,0,0,-0.4364779336111848,-1.4307331134677352,0.1388883059336489,-1,-1.4307331134677352,-0.5233180863516633,-1.935957394820973,-0.0334308108195233,-1,-1.935957394820973,-0.4679181235177143,-1.8445295143272191,-0.4601716348068647,-1,-1.8445295143272191
31,2011-01-22,13.66026878356934,1272668.0,14.096746717180524,0.3050729234561942,14.183586869921005,0.2703148776680888,14.128186907087054,0.2536788486620582,5,1,1,-0.4364779336111848,-1.4307331134677352,0.0,-1,-1.4307331134677352,-0.5233180863516633,-1.935957394820973,0.0,-1,-1.935957394820973,-0.4679181235177143,-1.8445295143272191,0.0,-1,-1.8445295143272191
32,2011-01-23,13.66026878356934,1272668.0,14.096746717180524,0.3050729234561942,14.183586869921005,0.2703148776680888,14.128186907087054,0.2536788486620582,6,1,1,-0.4364779336111848,-1.4307331134677352,0.0,-1,-1.4307331134677352,-0.5233180863516633,-1.935957394820973,0.0,-1,-1.935957394820973,-0.4679181235177143,-1.8445295143272191,0.0,-1,-1.8445295143272191
33,2011-01-24,13.84240627288818,845956.0,14.02649402618408,0.2978214419082552,14.149436269487651,0.281648856109144,14.115177154541016,0.2612486610154362,0,0,0,-0.1840877532959002,-0.6181145055116917,0.8126186079560436,0,-0.6181145055116917,-0.3070299965994731,-1.090116256252408,0.8458411385685649,-1,-1.090116256252408,-0.2727708816528356,-1.044104419875739,0.8004250944514801,-1,-1.044104419875739
34,2011-01-25,13.84240627288818,845956.0,14.02649402618408,0.2978214419082552,14.149436269487651,0.281648856109144,14.115177154541016,0.2612486610154362,1,0,1,-0.1840877532959002,-0.6181145055116917,0.0,0,-0.6181145055116917,-0.3070299965994731,-1.090116256252408,0.0,-1,-1.090116256252408,-0.2727708816528356,-1.044104419875739,0.0,-1,-1.044104419875739
35,2011-01-26,13.6557149887085,1191191.0,13.916561262948171,0.2664784135368319,14.087314537593295,0.2881784962958085,14.09761397043864,0.2794127956785465,2,0,0,-0.2608462742396735,-0.9788645570858598,-0.3607500515741682,0,-0.9788645570858598,-0.4315995488847974,-1.497681313604227,-0.407565057351819,-1,-1.497681313604227,-0.4418989817301391,-1.5815273622562602,-0.5374229423805212,-1,-1.5815273622562602
36,2011-01-27,13.70580291748047,1213372.0,13.818987982613702,0.1735969042858968,14.041780335562567,0.2949072617253347,14.092193240211124,0.2860995052827031,3,0,0,-0.1131850651332317,-0.6519993291287454,0.3268652279571145,0,-0.6519993291287454,-0.3359774180820984,-1.139264649220523,0.3584166643837041,-1,-1.139264649220523,-0.3863903227306533,-1.3505452319774198,0.2309821302788404,-1,-1.3505452319774198
37,2011-01-28,13.51911163330078,648962.0,13.730521338326591,0.1378082188727101,14.010556834084648,0.3261465746250561,14.08330317905971,0.3012078923440089,4,0,0,-0.2114097050258117,-1.5340863321155422,-0.8820870029867969,-1,-1.5340863321155422,-0.4914452007838683,-1.5068231249978403,-0.3675584757773174,-1,-1.5068231249978403,-0.5641915457589306,-1.873096821495529,-0.5225515895181092,-1,-1.873096821495529
