Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,diff_close_mean_z_score_7_diff,meta_7,meta_7_diff,diff_close_mean_14,diff_close_mean_z_score_14,diff_close_mean_z_score_14_diff,meta_14,meta_14_diff,diff_close_mean_21,diff_close_mean_z_score_21,diff_close_mean_z_score_21_diff,meta_21,meta_21_diff
2010-12-22,2.778846025466919,3283280.0,2.829028981072562,0.05907821665598482,2.8077376910618375,0.047869241413064506,2.7829665570032027,0.05433826250710605,2,0,0,-0.05018295560564301,-0.8494324718340887,,0,-0.8494324718340887,-0.028891665594918514,-0.6035538634425358,,0,-0.6035538634425358,-0.004120531536283778,-0.07583112426064265,,0,-0.07583112426064265
2010-12-23,2.769229888916016,2195440.0,2.8125454017094205,0.05704616182885097,2.8041204724993025,0.048786418866925425,2.7851033097221736,0.05277821433913809,3,0,0,-0.0433155127934044,-0.7593063477847807,0.09012612404930798,0,-0.7593063477847807,-0.03489058358328645,-0.7151700082446591,-0.11161614480212334,0,-0.7151700082446591,-0.0158734208061575,-0.300757064347788,-0.22492594008714534,0,-0.300757064347788
2010-12-24,2.7697106599807744,1952340.0,2.807577439716884,0.05242791837212593,2.803811401128769,0.04894702339409282,2.7851033097221736,0.05277821433913809,4,0,1,-0.037866779736109635,-0.7222636509681083,0.03704269681667238,0,-0.7222636509681083,-0.03410074114799455,-0.6966867193013009,0.018483288943358267,0,-0.6966867193013009,-0.0153926497413992,-0.291647793206688,0.009109271141099995,0,-0.291647793206688
2010-12-25,2.7701914310455322,1709240.0,2.8026094777243475,0.0478096749154009,2.8035023297582353,0.04910762792126021,2.7851033097221736,0.05277821433913809,5,1,1,-0.032418046678815315,-0.6780645703234538,0.0441990806446545,0,-0.6780645703234538,-0.033310898712703096,-0.6783243280680186,0.018362391233282316,0,-0.6783243280680186,-0.014911878676641344,-0.2825385220655964,0.009109271141091613,0,-0.2825385220655964
2010-12-26,2.7706722021102905,1466140.0,2.7976415157318115,0.043191431458675864,2.8031932583877017,0.049268232448427596,2.7851033097221736,0.05277821433913809,6,1,1,-0.026969313621520996,-0.6244135170033516,0.05365105332010223,0,-0.6244135170033516,-0.0325210562774112,-0.6600816522381475,0.018242675829871047,0,-0.6600816522381475,-0.014431107611883043,-0.2734292509244964,0.009109271141099995,0,-0.2734292509244964
2010-12-27,2.771152973175049,1223040.0,2.792673553739275,0.03857318800195082,2.802884187017168,0.04942883697559499,2.7858053616115024,0.0524746352745592,0,0,0,-0.021520580564226233,-0.5579155283493249,0.06649798865402667,0,-0.5579155283493249,-0.0317312138421193,-0.6419575248712868,0.018124127366860754,0,-0.6419575248712868,-0.014652388436453556,-0.2792280186377463,-0.0057987677132499416,0,-0.2792280186377463
2010-12-28,2.732692003250122,1223040.0,2.773259707859584,0.026216108305897635,2.8011442593165805,0.05154953327731776,2.7847064563206265,0.05336910818745163,1,0,0,-0.04056770460946213,-1.5474342772811907,-0.9895187489318658,-1,-1.5474342772811907,-0.06845225606645844,-1.3278928384901212,-0.6859353136188344,-1,-1.3278928384901212,-0.05201445307050445,-0.9746172427654377,-0.6953892241276913,0,-0.9746172427654377
2010-12-29,2.673075914382935,1733160.0,2.7549445629119873,0.042870234164482546,2.7941387551171437,0.06161952202945722,2.7826612563360307,0.05684260971774034,2,0,0,-0.08186864852905229,-1.9096851259300898,-0.3622508486488991,-1,-1.9096851259300898,-0.1210628407342087,-1.9646832164055832,-0.636790377915462,-1,-1.9646832164055832,-0.10958534195309566,-1.9278731658742707,-0.953255923108833,-1,-1.9278731658742707
2010-12-30,2.596153020858765,2280200.0,2.724724701472691,0.06716511746070103,2.78108925478799,0.08130710178212258,2.7781435421534946,0.06729827741912231,3,0,0,-0.1285716806139261,-1.9142627225978524,-0.0045775966677625846,-1,-1.9142627225978524,-0.18493623392922487,-2.2745397373134235,-0.3098565209078403,-2,-2.2745397373134235,-0.18199052129472948,-2.7042374377775413,-0.7763642719032706,-2,-2.7042374377775413
2010-12-31,2.6235570311546326,2173340.0,2.723076343536377,0.06695136080005082,2.7796126135757993,0.0819050249532904,2.7781435421534946,0.06729827741912231,4,0,1,-0.09951931238174438,-1.486441966115629,0.4278207564822234,-1,-1.486441966115629,-0.15605558242116668,-1.9053236661628954,0.3692160711505281,-1,-1.9053236661628954,-0.154586510998862,-2.297035183175987,0.40720225460155435,-2,-2.297035183175987
2011-01-01,2.6509610414505005,2066480.0,2.7214279856000627,0.0667376041394006,2.778135972363608,0.08250294812445821,2.7781435421534946,0.06729827741912231,5,1,1,-0.07046694414956223,-1.0558806396821174,0.4305613264335115,-1,-1.0558806396821174,-0.1271749309131076,-1.5414592302963568,0.3638644358665386,-1,-1.5414592302963568,-0.12718250070299408,-1.889832928574426,0.407202254601561,-1,-1.889832928574426
