Meta,-3,-2,-1,0,1,2,3
-3,0,0,1,10,2,2,0
-2,4,27,71,77,4,0,0
-1,10,106,432,416,36,1,0
0,1,43,456,1232,416,57,5
1,0,5,37,349,490,188,6
2,0,2,4,115,121,62,7
3,0,0,0,12,5,1,0
