Meta,-3,-2,-1,0,1,2,3
-3,0,0,1,2,0,0,0
-2,0,24,63,86,1,0,0
-1,2,99,291,251,22,0,0
0,1,49,289,1015,387,60,1
1,0,2,17,359,403,150,8
2,0,0,2,85,122,46,1
3,0,0,1,5,4,0,0
