Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,diff_close_mean_z_score_7_diff,meta_7,meta_7_diff,diff_close_mean_14,diff_close_mean_z_score_14,diff_close_mean_z_score_14_diff,meta_14,meta_14_diff,diff_close_mean_21,diff_close_mean_z_score_21,diff_close_mean_z_score_21_diff,meta_21,meta_21_diff
2010-12-22,28.48999977111816,3146900.0,28.329999923706055,0.2633760604326625,28.315714291163854,0.3195120633389683,28.108095169067383,0.45006245075439266,2,0,0,0.15999984741210582,0.6074957881489501,,0,0.6074957881489501,0.17428547995430677,0.5454738645326465,,0,0.5454738645326465,0.3819046020507777,0.8485591308731286,,0,0.8485591308731286
2010-12-23,28.54000091552734,2006300.0,28.337142944335938,0.26905544702476375,28.312857219151088,0.3171370458798235,28.13952382405599,0.45633847136534145,3,0,0,0.2028579711914027,0.7539634429803301,0.14646765483138002,0,0.7539634429803301,0.22714369637625254,0.7162319865410073,0.17075812200836082,0,0.7162319865410073,0.4004770914713518,0.8775878357858911,0.029028704912762437,0,0.8775878357858911
2010-12-24,28.590000629425045,2093825.0,28.365000111716135,0.26366230856828715,28.313214370182582,0.31764049186853593,28.13952382405599,0.45633847136534145,4,0,1,0.22500051770891005,0.8533662582668167,0.09940281528648653,0,0.8533662582668167,0.2767862592424635,0.8713821642015934,0.15515017766058614,0,0.8713821642015934,0.4504768053690569,0.9871550036560652,0.10956716787017418,0,0.9871550036560652
2010-12-25,28.64000034332275,2181350.0,28.392857279096333,0.2582691701118105,28.313571521214076,0.3181439378572483,28.13952382405599,0.45633847136534145,5,1,1,0.2471430642264174,0.956920503207656,0.10355424494083931,0,0.956920503207656,0.3264288221086744,1.026041307928814,0.15465914372722056,1,1.026041307928814,0.500476519266762,1.0967221715262396,0.1095671678701744,1,1.0967221715262396
2010-12-26,28.690000057220455,2268875.0,28.420714446476527,0.2528760316553339,28.31392867224557,0.3186473838459607,28.13952382405599,0.45633847136534145,6,1,1,0.2692856107439283,1.0648917929515773,0.10797128974392134,1,1.0648917929515773,0.37607138497488535,1.1802117451454877,0.15417043721667367,1,1.1802117451454877,0.550476233164467,1.2062893393964138,0.10956716787017418,1,1.2062893393964138
2010-12-27,28.73999977111816,2356400.0,28.448571613856725,0.24748289319885727,28.314285823277064,0.31915082983467313,28.198571432204474,0.4496252678529612,0,0,0,0.29142815726143567,1.1775688957509785,0.11267710279940113,1,1.1775688957509785,0.4257139478410963,1.3338957885888159,0.1536840434433282,1,1.3338957885888159,0.5414283389136862,1.2041768504227992,-0.0021124889736146013,1,1.2041768504227992
2010-12-28,29.61000061035156,4797900.0,28.68285751342773,0.4287857628394659,28.428571564810618,0.4580539214841326,28.311904816400435,0.49130056346832696,1,0,0,0.9271430969238281,2.162252521595367,0.9846836258443885,2,2.162252521595367,1.1814290455409413,2.579235740877435,1.2453399522886193,2,2.579235740877435,1.2980957939511235,2.6421622332106462,1.437985382787847,2,2.6421622332106462
2010-12-29,30.10000038146973,4021200.0,28.894286019461497,0.6824676106220269,28.600714411054337,0.5923159904685343,28.435714358375186,0.5934524553765109,2,0,0,1.2057143620082336,1.766698291966266,-0.39555422962910103,1,1.766698291966266,1.499285970415393,2.531226565788687,-0.04800917508874791,2,2.531226565788687,1.6642860230945438,2.8044134083810497,0.16225117517040344,2,2.8044134083810497
2010-12-30,30.54999923706055,8581300.0,29.211428778512136,0.8673218348293418,28.776428631373815,0.7679905088217488,28.58714285350981,0.7034425778729455,3,0,0,1.3385704585484142,1.5433376686657467,-0.2233606233005192,1,1.5433376686657467,1.7735706056867357,2.309365265994951,-0.22186129979373614,2,2.309365265994951,1.96285638355074,2.7903576571750643,-0.014055751205985345,2,2.7903576571750643
2010-12-31,30.48749923706055,7702150.0,29.27750015258789,0.8700972789737328,28.811607190540858,0.7898436150909688,28.58714285350981,0.7034425778729455,4,0,1,1.2099990844726598,1.3906480501810514,-0.1526896184846953,1,1.3906480501810514,1.6758920465196923,2.121802359985748,-0.187562906009203,2,2.121802359985748,1.90035638355074,2.701508898277094,-0.08884875889797028,2,2.701508898277094
2011-01-01,30.42499923706055,6823000.0,29.343571526663645,0.8728727231181237,28.846785749707905,0.8116967213601887,28.58714285350981,0.7034425778729455,5,1,1,1.0814277103969054,1.23892943582172,-0.15171861435933143,1,1.23892943582172,1.5782134873526452,1.944338871676083,-0.17746348830966507,1,1.944338871676083,1.83785638355074,2.612660139379124,-0.08884875889797028,2,2.612660139379124
2011-01-02,30.36249923706055,5943850.0,29.409642900739396,0.8756481672625147,28.88196430887495,0.8335498276294087,28.58714285350981,0.7034425778729455,6,1,1,0.9528563363211546,1.0881725925379495,-0.15075684328377048,1,1.0881725925379495,1.4805349281856017,1.7761804742929403,-0.16815839738314264,1,1.7761804742929403,1.77535638355074,2.5238113804811535,-0.08884875889797028,2,2.5238113804811535
2011-01-03,30.29999923706055,5064700.0,29.47571427481515,0.8784236114069057,28.917142868041992,0.8554029338986286,28.689047586350213,0.7883520464938958,0,0,0,0.8242849622454003,0.9383684039699302,-0.14980418856801936,0,0.9383684039699302,1.3828563690185582,1.6166140122012214,-0.15956646209171899,1,1.6166140122012214,1.6109516507103372,2.043441959559638,-0.48036942092151547,2,2.043441959559638
2011-01-04,30.05999946594238,10066400.0,29.699999945504324,0.7796789845506374,29.01499993460519,0.9043802730641478,28.777142842610676,0.8341769691001093,1,0,0,0.3599995204380555,0.46172787464002085,-0.4766405293299093,0,0.46172787464002085,1.04499953133719,1.1554868703588674,-0.4611271418423539,1,1.1554868703588674,1.2828566233317034,1.5378710643565467,-0.5055708952030913,1,1.5378710643565467
2011-01-05,30.6299991607666,5502100.0,29.998571123395646,0.6509843145407529,29.167857033865793,0.9859876363602282,28.874761853899276,0.9249626106533372,2,0,0,0.6314280373709558,0.9699589118616576,0.5082310372216368,0,0.9699589118616576,1.4621421269008081,1.4829213602498135,0.32743448989094603,1,1.4829213602498135,1.7552373068673255,1.8976305492256955,0.35975948486914877,1,1.8976305492256955
2011-01-06,30.45000076293945,6889400.0,30.242856979370117,0.35231171835687086,29.34571429661342,0.9758758543774363,28.957142875308083,0.9855461306371053,3,0,0,0.20714378356933238,0.5879559854989213,-0.38200292636273636,0,0.5879559854989213,1.1042864663260303,1.1315849873450492,-0.35133637290476427,1,1.1315849873450492,1.4928578876313665,1.514751913912249,-0.38287863531344657,1,1.514751913912249
2011-01-07,30.0,5344500.0,30.298571177891322,0.25215243622090955,29.49071434565953,0.9039011922007548,29.051904769170854,0.9855942155628536,4,0,0,-0.29857117789132204,-1.1840899987567253,-1.7720459842556466,-1,-1.1840899987567253,0.50928565434047,0.5634306700055315,-0.5681543173395177,0,0.5634306700055315,0.9480952308291464,0.9619529171929115,-0.5527989967193374,0,0.9619529171929115
2011-01-08,30.06999969482422,5323966.666666667,30.303809211367653,0.24839866878961092,29.528571446736656,0.89786449123806,29.051904769170854,0.9855942155628536,5,1,1,-0.23380951654343463,-0.9412671882773533,0.24282281047937193,0,-0.9412671882773533,0.5414282480875627,0.6030177753671833,0.039587105361651775,0,0.6030177753671833,1.0180949256533651,1.0329757516605869,0.07102283446767532,1,1.0329757516605869
2011-01-09,30.13999938964844,5303433.333333333,30.309047244843985,0.24464490135831227,29.56642854781378,0.8918277902753652,29.051904769170854,0.9855942155628536,6,1,1,-0.16904785519554366,-0.6909927583078974,0.2502744299694559,0,-0.6909927583078974,0.5735708418346626,0.6431408037392107,0.040123028372027414,0,0.6431408037392107,1.0880946204775874,1.1039985861282655,0.07102283446767865,1,1.1039985861282655
2011-01-10,30.20999908447266,5282900.0,30.314285278320316,0.24089113392701364,29.604285648890905,0.8857910893126704,29.171904700142996,0.9646740071245417,0,0,0,-0.10428619384765625,-0.4329183567181571,0.2580744015897403,0,-0.4329183567181571,0.6057134355817553,0.6838107121305077,0.04066990839129703,0,0.6838107121305077,1.0380943843296642,1.0761090033139493,-0.027889582814316194,1,1.0761090033139493
2011-01-11,30.5,6854100.0,30.307142530168807,0.23336058863674605,29.75928565434047,0.8340026824572344,29.28666659763881,0.9728479408536205,1,0,0,0.19285746983119267,0.8264354789205586,1.2593538356387157,0,0.8264354789205586,0.74071434565953,0.8881438408293273,0.2043331286988196,0,0.8881438408293273,1.2133334023611901,1.2471973793731392,0.17108837605918992,1,1.2471973793731392
2011-01-12,31.46999931335449,8136700.0,30.4742853982108,0.4972207238200448,29.974999836512975,0.8594785514537469,29.43619037809826,1.0561933621165869,2,0,0,0.9957139151436891,2.0025591602333535,1.1761236813127949,2,2.0025591602333535,1.4949994768415138,1.739426160563086,0.8512823197337588,1,1.739426160563086,2.0338089352562285,1.925602837704379,0.6784054583312398,1,1.925602837704379
2011-01-13,30.5,6285500.0,30.537142617361887,0.46273496486480575,30.118571281433105,0.7537070072242327,29.522380828857422,1.0660622712121628,3,0,0,-0.037142617361887176,-0.08026758335138753,-2.082826743584741,0,-0.08026758335138753,0.38142871856689453,0.5060702831616597,-1.2333558774014264,0,0.5060702831616597,0.9776191711425781,0.917037585460162,-1.008565252244217,0,0.917037585460162
2011-01-14,30.77000045776367,3167100.0,30.557142802647178,0.4703796818447112,30.277856963021414,0.6178270768923763,29.630952290126256,1.0717503535304052,4,0,0,0.21285765511649046,0.4525230645203809,0.5327906478717684,0,0.4525230645203809,0.4921434947422547,0.7965715863696028,0.2905013032079431,0,0.7965715863696028,1.1390481676374122,1.0627924347170257,0.14575484925686366,1,1.0627924347170257
2011-01-15,30.67000007629394,3564900.0,30.558095114571707,0.47014668478078314,30.319047428312754,0.5557141914494262,29.630952290126256,1.0717503535304052,5,1,1,0.11190496172223519,0.23802137789063318,-0.2145016866297477,0,0.23802137789063318,0.3509526479811882,0.6315344351128152,-0.16503715125678764,0,0.6315344351128152,1.0390477861676857,0.9694867678326436,-0.09330566688438202,0,0.9694867678326436
2011-01-16,30.569999694824215,3962700.0,30.55904742649623,0.46991368771685504,30.360237893604097,0.4936013060064763,29.630952290126256,1.0717503535304052,6,1,1,0.010952268327983461,0.02330697873730104,-0.21471439915333215,0,0.02330697873730104,0.20976180122011812,0.4249620061122082,-0.20657242900060696,0,0.4249620061122082,0.9390474046979591,0.8761811009482617,-0.09330566688438191,0,0.8761811009482617
