Meta,-3,-2,-1,0,1,2,3
-3,1,3,3,1,0,0,0
-2,6,84,79,45,0,2,0
-1,1,113,650,273,8,0,0
0,0,14,296,1748,249,20,0
1,0,2,11,209,622,116,1
2,0,0,6,46,78,104,10
3,0,0,0,3,6,2,4
