Date,Close,Volume,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean,diff_close_mean_z_score,meta
2010-12-22,14.11561107635498,395746.0,13.945616404215494,0.2448596956792221,2,0,0,0.16999467213948627,0.694253383219864,0
2010-12-23,14.0245418548584,258926.0,13.926101684570312,0.2189173194295009,3,0,0,0.09844017028808771,0.44966826080560024,0
2010-12-24,14.0245418548584,258926.0,13.926101684570312,0.2189173194295009,4,0,1,0.09844017028808771,0.44966826080560024,0
2010-12-25,14.0245418548584,258926.0,13.926101684570312,0.2189173194295009,5,1,1,0.09844017028808771,0.44966826080560024,0
2010-12-26,14.0245418548584,258926.0,13.926101684570312,0.2189173194295009,6,1,1,0.09844017028808771,0.44966826080560024,0
2010-12-27,13.8196382522583,236964.0,13.897913841974168,0.18940071508771567,0,0,0,-0.0782755897158669,-0.4132803283219693,0
2010-12-28,13.70580291748047,275616.0,13.877315021696544,0.18542189801557446,1,0,0,-0.17151210421607388,-0.9249830039042517,0
2010-12-29,14.11561107635498,359290.0,13.883819943382626,0.19146548197127553,2,0,0,0.23179113297235432,1.2106157756787128,1
2010-12-30,14.11561107635498,544864.0,13.883819943382626,0.19146548197127553,3,0,0,0.23179113297235432,1.2106157756787128,1
2010-12-31,14.11561107635498,544864.0,13.883819943382626,0.19146548197127553,4,0,1,0.23179113297235432,1.2106157756787128,1
2011-01-01,14.11561107635498,544864.0,13.883819943382626,0.19146548197127553,5,1,1,0.23179113297235432,1.2106157756787128,1
2011-01-02,14.11561107635498,544864.0,13.883819943382626,0.19146548197127553,6,1,1,0.23179113297235432,1.2106157756787128,1
2011-01-03,14.22489261627197,874726.0,13.88685553414481,0.1965207837905394,0,0,0,0.3380370821271601,1.7201085585301508,1
2011-01-04,14.32051467895508,165809.0,13.892276264372326,0.20707055355683446,1,0,0,0.42823841458275425,2.068079730444223,2
2011-01-05,14.52541923522949,363682.0,13.917211714245024,0.2483331500252957,2,0,0,0.6082075209844664,2.4491596104769466,2
2011-01-06,14.34328174591064,1208102.0,13.941062927246094,0.2643274861098061,3,0,0,0.40221881866454545,1.5216685354373511,1
2011-01-07,13.9562406539917,725388.0,13.94431531996954,0.2640612258782196,4,0,0,0.011925334022159007,0.0451612461560667,0
2011-01-08,13.9562406539917,725388.0,13.94431531996954,0.2640612258782196,5,1,1,0.011925334022159007,0.0451612461560667,0
2011-01-09,13.9562406539917,725388.0,13.94431531996954,0.2640612258782196,6,1,1,0.011925334022159007,0.0451612461560667,0
2011-01-10,14.0245418548584,995514.0,13.944532121930804,0.26412832318429824,0,0,0,0.08000973292759639,0.30291992908223164,0
2011-01-11,14.22489261627197,992440.0,13.969467526390439,0.26472944196759507,1,0,0,0.25542508988153223,0.9648533536092228,0
2011-01-12,14.49809837341309,376420.0,14.006111735389347,0.28238747639346806,2,0,0,0.491986638023743,1.742239579131432,1
2011-01-13,14.33417510986328,708697.0,14.032131331307548,0.28640757646963805,3,0,0,0.3020437785557313,1.0545942334306608,1
2011-01-14,14.42524433135986,921284.0,14.0588013785226,0.29599930213542874,4,0,0,0.36644295283725903,1.2379858675126205,1
2011-01-15,14.42524433135986,921284.0,14.0588013785226,0.29599930213542874,5,1,1,0.36644295283725903,1.2379858675126205,1
2011-01-16,14.42524433135986,921284.0,14.0588013785226,0.29599930213542874,6,1,1,0.36644295283725903,1.2379858675126205,1
2011-01-17,14.38881587982178,649401.0,14.085254578363328,0.2996393361468092,0,0,0,0.3035613014584513,1.0130889534133813,1
2011-01-18,14.13837814331055,1799305.0,14.110190028236026,0.27964705772277987,1,0,0,0.028188115074524234,0.10079889738181232,0
2011-01-19,13.93347358703613,1710142.0,14.123199780782064,0.2635616422357964,2,0,0,-0.18972619374593513,-0.7198551053806073,0
2011-01-20,13.79687118530273,1555533.0,14.134041286650158,0.2435570356014067,3,0,0,-0.33717010134742686,-1.3843578795203544,-1
2011-01-21,13.66026878356934,1272668.0,14.128186907087054,0.2536788486620582,4,0,0,-0.46791812351771433,-1.8445295143272191,-1
2011-01-22,13.66026878356934,1272668.0,14.128186907087054,0.2536788486620582,5,1,1,-0.46791812351771433,-1.8445295143272191,-1
2011-01-23,13.66026878356934,1272668.0,14.128186907087054,0.2536788486620582,6,1,1,-0.46791812351771433,-1.8445295143272191,-1
2011-01-24,13.84240627288818,845956.0,14.115177154541016,0.2612486610154362,0,0,0,-0.2727708816528356,-1.044104419875739,-1
2011-01-25,13.84240627288818,845956.0,14.115177154541016,0.2612486610154362,1,0,1,-0.2727708816528356,-1.044104419875739,-1
2011-01-26,13.6557149887085,1191191.0,14.097613970438639,0.27941279567854654,2,0,0,-0.4418989817301391,-1.5815273622562602,-1
2011-01-27,13.70580291748047,1213372.0,14.092193240211124,0.2860995052827031,3,0,0,-0.3863903227306533,-1.3505452319774198,-1
2011-01-28,13.51911163330078,648962.0,14.08330317905971,0.3012078923440089,4,0,0,-0.5641915457589306,-1.873096821495529,-1
2011-01-29,13.51911163330078,648962.0,14.08330317905971,0.3012078923440089,5,1,1,-0.5641915457589306,-1.873096821495529,-1
2011-01-30,13.51911163330078,648962.0,14.08330317905971,0.3012078923440089,6,1,1,-0.5641915457589306,-1.873096821495529,-1
2011-01-31,13.20492553710938,1047343.0,14.039937201000395,0.3567586439557651,0,0,0,-0.8350116638910148,-2.3405506160477185,-2
2011-02-01,13.29599475860596,805.0,14.000907852536155,0.3912332636711342,1,0,0,-0.7049130939301946,-1.8017718823692246,-1
2011-02-02,13.11841106414795,403213.0,13.948218254815965,0.43194910992609026,2,0,0,-0.8298071906680153,-1.9210762832918016,-1
2011-02-03,13.04555606842041,704.0,13.8875059400286,0.46531652550370606,3,0,0,-0.8419498716081897,-1.80941321758727,-1
2011-02-04,12.71315670013428,1299901.0,13.801207724071684,0.5072552177927231,4,0,0,-1.088051023937405,-2.144977490171445,-2
2011-02-05,12.71315670013428,1299901.0,13.801207724071684,0.5072552177927231,5,1,1,-1.088051023937405,-2.144977490171445,-2
2011-02-06,12.71315670013428,1299901.0,13.801207724071684,0.5072552177927231,6,1,1,-1.088051023937405,-2.144977490171445,-2
2011-02-07,12.79511833190918,704085.0,13.727485656738281,0.536208678220429,0,0,0,-0.9323673248291016,-1.7388143137172736,-1
2011-02-08,13.13662528991699,292.0,13.688456353687105,0.5484155832878883,1,0,0,-0.5518310637701145,-1.006227905599891,-1
2011-02-09,12.77235126495361,593399.0,13.628828230358305,0.5773570097625791,2,0,0,-0.8564769654046955,-1.4834443003591422,-1
2011-02-10,12.81333160400391,428468.0,13.56161103929792,0.5865868718112216,3,0,0,-0.7482794352940108,-1.275649816340973,-1
