Meta,-3,-2,-1,0,1,2,3
-3,3,3,7,4,1,0,0
-2,4,47,92,77,3,1,0
-1,8,129,480,394,10,0,0
0,3,44,420,1392,386,47,1
1,0,1,17,324,477,147,12
2,0,0,2,90,96,63,8
3,0,0,2,13,5,1,0
