,Date,Close,Volume,SMA_7,MSTD_7,SMA_14,MSTD_14,SMA_21,MSTD_21,Day_of_week,Weekend,Invalid_Days,diff_close_mean_7,diff_close_mean_z_score_7,meta_7,diff_close_mean_14,diff_close_mean_z_score_14,meta_14,diff_close_mean_21,diff_close_mean_z_score_21,meta_21
0,2010-12-22,31.50099945068359,825000.0,31.64794267926897,0.7964105721109175,31.704799924577987,0.7612058086712489,30.383190427507675,2.073102901169087,2,0,0,-0.146943228585382,-0.1845068784005506,0,-0.2038004738943968,-0.267733734520692,0,1.1178090231759157,0.539196111560863,0
1,2010-12-23,31.79999923706055,80000.0,31.790799822126115,0.7031920990438577,31.74537127358573,0.7491084276168216,30.61176181974865,1.941897783128532,3,0,0,0.0091994149344358,0.0130823639044643,0,0.0546279634748216,0.072923973968111,0,1.1882374173118997,0.6118949347568473,0
2,2010-12-24,31.79999923706055,80000.0,31.790799822126115,0.7031920990438577,31.74537127358573,0.7491084276168216,30.61176181974865,1.941897783128532,4,0,1,0.0091994149344358,0.0130823639044643,0,0.0546279634748216,0.072923973968111,0,1.1882374173118997,0.6118949347568473,0
3,2010-12-25,31.79999923706055,80000.0,31.790799822126115,0.7031920990438577,31.74537127358573,0.7491084276168216,30.61176181974865,1.941897783128532,5,1,1,0.0091994149344358,0.0130823639044643,0,0.0546279634748216,0.072923973968111,0,1.1882374173118997,0.6118949347568473,0
4,2010-12-26,31.79999923706055,80000.0,31.790799822126115,0.7031920990438577,31.74537127358573,0.7491084276168216,30.61176181974865,1.941897783128532,6,1,1,0.0091994149344358,0.0130823639044643,0,0.0546279634748216,0.072923973968111,0,1.1882374173118997,0.6118949347568473,0
5,2010-12-27,32.20000076293945,215000.0,31.971514293125697,0.6018474182415244,31.723971366882324,0.7299389388795099,30.85938090369815,1.783387227651472,0,0,0,0.2284864698137561,0.3796418542117319,0,0.4760293960571289,0.6521496123879295,0,1.340619859241304,0.7517267357615628,0
6,2010-12-28,32.20000076293945,40000.0,32.12865720476423,0.4642438646146982,31.738257135663712,0.7376728544946304,31.068904785882857,1.6601948695638284,1,0,0,0.0713435581752222,0.1536769004678913,0,0.4617436272757409,0.6259463452699167,0,1.1310959770565958,0.6813031396451436,0
7,2010-12-29,31.74020004272461,85000.0,31.94868578229632,0.2763050562298451,31.662557193211143,0.6717701570274046,31.26129522777739,1.4739193902618148,2,0,0,-0.2084857395717065,-0.7545491291997102,0,0.0776428495134631,0.1155794860805281,0,0.4789048149472208,0.3249192717806312,0
8,2010-12-30,31.79999923706055,100000.0,31.89154270717076,0.2563064755925094,31.64827142442976,0.6661451893747522,31.48605709984189,1.122382802072251,3,0,0,-0.09154347011021,-0.3571640938785761,0,0.1517278126307921,0.2277698841797608,0,0.3139421372186604,0.2797103952760414,0
9,2010-12-31,31.79999923706055,100000.0,31.89154270717076,0.2563064755925094,31.64827142442976,0.6661451893747522,31.48605709984189,1.122382802072251,4,0,1,-0.09154347011021,-0.3571640938785761,0,0.1517278126307921,0.2277698841797608,0,0.3139421372186604,0.2797103952760414,0
10,2011-01-01,31.79999923706055,100000.0,31.89154270717076,0.2563064755925094,31.64827142442976,0.6661451893747522,31.48605709984189,1.122382802072251,5,1,1,-0.09154347011021,-0.3571640938785761,0,0.1517278126307921,0.2277698841797608,0,0.3139421372186604,0.2797103952760414,0
11,2011-01-02,31.79999923706055,100000.0,31.89154270717076,0.2563064755925094,31.64827142442976,0.6661451893747522,31.48605709984189,1.122382802072251,6,1,1,-0.09154347011021,-0.3571640938785761,0,0.1517278126307921,0.2277698841797608,0,0.3139421372186604,0.2797103952760414,0
12,2011-01-03,32.79999923706055,780000.0,32.005885532924104,0.4313264597990781,31.8054141998291,0.6592905990584187,31.714638028826037,0.8267430829686938,0,0,0,0.7941137041364428,1.8410966591438869,1,0.9945850372314452,1.508568510838597,1,1.085361208234513,1.3128155899861484,1
13,2011-01-04,33.59999847412109,280000.0,32.30574253627232,0.6798457724108619,31.97684260777065,0.7890214349904406,31.905114128476097,0.7743084042712624,1,0,0,1.2942559378487672,1.9037493360576332,1,1.6231558663504408,2.057175881882228,2,1.69488434564499,2.188900877603317,2
14,2011-01-05,32.41999816894531,430000.0,32.39431381225586,0.6423272289085419,32.09255681719099,0.7188228817854154,31.96168545314244,0.7660250291561921,2,0,0,0.0256843566894531,0.0399864049560791,0,0.3274413517543237,0.4555243858417855,0,0.4583127158028723,0.5982999227945888,0
15,2011-01-06,31.5,650000.0,32.29431370326451,0.7265839129163437,32.1329139981951,0.66248745075297,31.91408547900972,0.7619746708360806,3,0,0,-0.7943137032645069,-1.093216749151947,-1,-0.6329139981951002,-0.9553599807449074,0,-0.4140854790097208,-0.5434373278515457,0
16,2011-01-07,31.60000038146973,635000.0,32.208599363054546,0.7734438695792655,32.16862828390939,0.614240890586138,31.89503787812733,0.7647142306250067,4,0,0,-0.6085989815848158,-0.7868689707449343,0,-0.5686279024396619,-0.9257408797663242,0,-0.2950374966575957,-0.3858140529390428,0
17,2011-01-08,31.60000038146973,635000.0,32.208599363054546,0.7734438695792655,32.16862828390939,0.614240890586138,31.89503787812733,0.7647142306250067,5,1,1,-0.6085989815848158,-0.7868689707449343,0,-0.5686279024396619,-0.9257408797663242,0,-0.2950374966575957,-0.3858140529390428,0
18,2011-01-09,31.60000038146973,635000.0,32.208599363054546,0.7734438695792655,32.16862828390939,0.614240890586138,31.89503787812733,0.7647142306250067,6,1,1,-0.6085989815848158,-0.7868689707449343,0,-0.5686279024396619,-0.9257408797663242,0,-0.2950374966575957,-0.3858140529390428,0
19,2011-01-10,32.70000076293945,1100000.0,32.34571375165667,0.761551862966847,32.14719976697649,0.5876644499207516,31.89027604602632,0.7590879757718006,0,0,0,0.3542870112827856,0.4652171815358148,0,0.5528009959629614,0.9406745567772704,0,0.8097247169131307,1.0667073419123063,1
20,2011-01-11,33.09999847412109,1655000.0,32.53142792837961,0.7647962978228107,32.21148531777518,0.6407161952239567,31.942656925746373,0.8036809447293519,1,0,0,0.5685705457414798,0.7434274294476347,0,0.8885131563459083,1.386749957265145,1,1.1573415483747134,1.440051000293979,1
21,2011-01-12,34.0,2465000.0,32.70285660879953,0.9476584385899184,32.354371070861816,0.7944414859144088,32.10456166948591,0.860160423431554,2,0,0,1.2971433912004713,1.368787886414618,1,1.6456289291381836,2.0714287437344123,2,1.8954383305140892,2.203587004099028,2
22,2011-01-13,35.61999893188477,2910000.0,32.99142810276577,1.4439690875094522,32.64858531951904,1.1411532101015942,32.31503777276902,1.1271043386007151,3,0,0,2.628570829119006,1.820378879199379,1,2.9714136123657298,2.6038691264788114,2,3.304961159115756,2.9322583951888785,2
23,2011-01-14,35.70000076293945,950000.0,33.459999901907786,1.7312421996750036,32.92715685708182,1.3709515752955144,32.548371178763254,1.2927989487268068,4,0,0,2.2400008610316675,1.2938691428918323,1,2.772843905857634,2.0225688170349385,2,3.1516295841761988,2.4378342721271804,2
24,2011-01-15,35.70000076293945,950000.0,33.459999901907786,1.7312421996750036,32.92715685708182,1.3709515752955144,32.548371178763254,1.2927989487268068,5,1,1,2.2400008610316675,1.2938691428918323,1,2.772843905857634,2.0225688170349385,2,3.1516295841761988,2.4378342721271804,2
25,2011-01-16,35.70000076293945,950000.0,33.459999901907786,1.7312421996750036,32.92715685708182,1.3709515752955144,32.548371178763254,1.2927989487268068,6,1,1,2.2400008610316675,1.2938691428918323,1,2.772843905857634,2.0225688170349385,2,3.1516295841761988,2.4378342721271804,2
