Meta,-3,-2,-1,0,1,2,3
-3,1,1,2,3,1,0,0
-2,1,50,106,69,8,0,0
-1,6,144,455,356,27,0,0
0,0,37,394,1286,376,44,0
1,0,1,25,340,595,177,8
2,0,0,5,82,133,67,3
3,0,0,0,5,4,2,0
