Meta,-3,-2,-1,0,1,2,3
-3,5,0,5,1,1,0,0
-2,4,60,58,26,1,0,0
-1,3,72,511,207,4,0,0
0,0,17,215,1398,214,19,0
1,0,0,7,194,509,89,6
2,0,0,1,33,71,97,7
3,0,0,0,4,5,4,4
