Meta,-3,-2,-1,0,1,2,3
-3,0,2,1,1,3,0,0
-2,0,34,81,104,21,0,0
-1,4,139,432,330,39,1,0
0,2,57,394,1186,459,60,3
1,1,8,33,407,535,170,7
2,0,0,4,122,104,55,2
3,0,0,0,11,0,1,0
