Meta,-3,-2,-1,0,1,2,3
-3,0,4,3,1,0,0,0
-2,8,115,59,14,1,0,0
-1,0,73,611,132,3,0,0
0,0,4,144,1374,155,5,0
1,0,0,1,147,678,85,0
2,0,0,1,14,71,137,5
3,0,0,0,1,3,1,3
