Meta,-3,-2,-1,0,1,2,3
-3,0,1,2,4,1,0,0
-2,4,27,51,74,3,1,0
-1,4,89,340,313,26,9,0
0,0,35,352,1131,314,51,1
1,0,4,27,266,366,123,4
2,0,0,5,91,82,29,7
3,0,0,3,5,3,1,0
