Meta,-3,-2,-1,0,1,2,3
-3,0,3,3,2,0,0,0
-2,5,91,76,23,2,0,0
-1,3,87,520,202,7,0,0
0,0,14,209,1230,214,14,0
1,0,0,7,194,594,114,2
2,0,0,4,29,90,100,5
3,0,0,0,3,4,0,1
