Meta,-3,-2,-1,0,1,2,3
-3,0,1,6,8,0,0,0
-2,6,45,93,80,3,0,0
-1,8,135,501,346,20,0,0
0,1,45,389,1361,382,48,1
1,0,1,17,347,556,142,3
2,0,0,4,83,98,68,6
3,0,0,0,3,6,1,0
